COLID,BlockID,MaxCurrentRate,Latitude,Longitude,Average.Duration.of.Paid.Parkers.in.Hours,Unpaid.Vehicles,Expired.Vehicles,Exempt.Vehicles,Spaces.Occupied,Survey.Count,Receipt.Transactions,Mobile.Transactions,StreetDirection,StreetSide,BlockDescription,BlockStartNumber,BlockEndNumber,TerminalLocationAddress,TerminalID,Area,Zone,ID,X,Y,megaCluster,Demand,Cars,ExpectedTimePerVehicle,PercentageCheck,TerminalTypeName,Driving_Blocks,Night_Blocks
3524,B716114,2,41.91429231,-87.68349275,1.133,85,10,0,353,48,7250,15539,N,E, 1807 - 1853 N MILWAUKEE AVE ,1807,1853,1817 N MILWAUKEE AVE,716114,716,1,3524,443318.714,4640486.12,0,1.979166667,7.354166667,25.43092593,1,MP104,0,0
3525,B716116,2,41.91458272,-87.68399633,1.234,73,3,0,291,41,8518,14793,N,W, 1812 - 1850 N MILWAUKEE AVE ,1812,1850,1820 N MILWAUKEE AVE,716117,716,1,3525,443277.2096,4640518.696,0,1.853658537,7.097560976,24.67549961,1,MP104,0,0
3526,B716118,2,41.91308724,-87.68168628,1.03,2,0,0,27,15,4578,8245,N,W, 1734 - 1752 N MILWAUKEE AVE ,1734,1752,1742 N MILWAUKEE AVE,716118,716,1,3526,443467.4598,4640351.131,0,0.133333333,1.8,23.40895866,1,MP104,0,0
3527,B716119,2,41.91171498,-87.67956667,1.153,7,5,0,57,18,5119,6094,N,W, 1658 - 1672 N MILWAUKEE AVE ,1658,1672,1666 N MILWAUKEE AVE,716119,716,1,3527,443642.0337,4640197.376,0,0.666666667,3.166666667,22.93680347,1,MP104,0,0
3528,B716120,2,41.91126887,-87.67885521,1.153,21,12,0,142,22,12679,14220,N,W, 1618 - 1650 N MILWAUKEE AVE ,1618,1650,1638 N MILWAUKEE AVE,716120,716,1,3528,443700.645,4640147.378,0,1.5,6.454545455,22.89448701,1,MP104,0,0
3529,B716124,2,41.91552529,-87.68539175,1.187,13,6,0,83,32,3814,4179,N,E, 1865 - 1895 N MILWAUKEE AVE ,1865,1895,1875 N MILWAUKEE AVE,716124,716,1,3529,443162.3252,4640624.272,0,0.59375,2.59375,22.78131185,1,MP104,0,0
3530,B716126,2,41.91630869,-87.68662557,1.211,11,2,0,63,21,3817,4924,N,W, 1908 - 1932 N MILWAUKEE AVE ,1908,1932,1912 N MILWAUKEE AVE,716126,716,1,3530,443060.7037,4640712.07,0,0.619047619,3,23.09767466,1,MP104,0,0
3531,B716127,2,41.91577279,-87.68583298,1.257,21,6,0,170,31,4670,8495,N,W, 1868 - 1904 N MILWAUKEE AVE ,1868,1904,1890 N MILWAUKEE AVE,716127,716,1,3531,443125.9547,4640652.044,0,0.870967742,5.483870968,24.08785922,1,MP104,0,0
3532,B716133,2,41.91233125,-87.67712921,1.088,2,1,0,26,13,2762,5308,W,N, 1954 - 1960 W WABANSIA AVE ,1954,1960,1956 W WABANSIA AVE,716133,716,1,3532,443844.7189,4640264.201,0,0.230769231,2,23.94471452,1,MP104,0,0
3533,B716135,2,41.91451236,-87.67758787,1.204,1,0,0,13,11,1232,2605,N,W, 1802 - 1806 N DAMEN AVE ,1802,1806,1806 N DAMEN AVE,716135,716,1,3533,443808.5945,4640506.666,0,0.090909091,1.181818182,24.07229206,1,MP104,0,0
3534,B716140,2,41.91153334,-87.67806597,1.088,2,2,0,7,14,1260,1677,W,S, 2007 - 2009 W CONCORD PL ,2007,2009,2007 W CONCORD PL,716140,716,1,3534,443766.3313,4640176.224,0,0.285714286,0.5,26.32277835,1,MP104,0,0
3535,B716142,2,41.91304882,-87.67780982,1.122,1,2,0,19,16,1353,2279,W,S, 2005 - 2009 W ST.PAUL AVE ,2005,2009,2007 W ST.PAUL AVE,716142,716,1,3535,443788.9043,4640344.317,0,0.1875,1.1875,23.79129956,1,MP104,0,0
3536,B716143,2,41.91626677,-87.68650554,1.214,13,3,0,89,34,2228,4213,N,E, 1901 - 1931 N MILWAUKEE AVE ,1901,1931,1913 N MILWAUKEE AVE,716143,716,1,3536,443070.6201,4640707.336,0,0.470588235,2.617647059,24.39956824,1,MP104,0,0
3537,B716144,2,41.914691,-87.67789833,1.184,0,0,2,12,12,1043,2150,W,S, 2003 - 2005 W CHURCHILL ST ,2003,2005,2005 W CHURCHILL ST,716144,716,1,3537,443783.0052,4640526.703,0,0,1,23.46695897,1,MP104,0,0
3538,B717301,2,41.90999987,-87.72217356,0.866,3,0,0,10,12,2729,376,W,N, 3808 - 3824 W NORTH AVE ,3808,3824,3816 W NORTH AVE,717301,717,3,3538,440106.9269,4640035.825,0,0.25,0.833333333,22.96876006,1,MP104,0,0
3539,B717302,2,41.90999039,-87.72307947,0.519,3,0,0,8,13,640,83,W,N, 3840 - 3850 W NORTH AVE ,3840,3850,3844 W NORTH AVE,717302,717,3,3539,440031.7864,4640035.406,0,0.230769231,0.615384615,22.91839557,1,MP104,0,0
3540,B717303,2,41.90997342,-87.7245862,0.704,13,1,0,39,18,4279,683,W,N, 3908 - 3924 W NORTH AVE ,3908,3924,3914 W NORTH AVE,717303,717,3,3540,439906.8099,4640034.576,0,0.777777778,2.166666667,19.27884354,1,MP104,0,0
3541,B717304,2,41.90996194,-87.72555448,0.936,6,2,1,16,16,1156,312,W,N, 3940 - 3946 W NORTH AVE ,3940,3946,3942 W NORTH AVE,717304,717,3,3541,439826.4949,4640033.98,0,0.5,1,23.25029194,1,MP104,0,0
3542,B717308,2,41.909934,-87.72715911,0.452,1,0,0,9,17,4069,344,W,N, 4010 - 4024 W NORTH AVE ,4010,4024,4018 W NORTH AVE,717308,717,3,3542,439693.3886,4640032.005,0,0.058823529,0.529411765,13.60802679,1,MP104,0,0
3543,B717309,2,41.90980076,-87.72713631,0.517,35,2,0,115,36,6894,676,W,S, 4011 - 4025 W NORTH AVE ,4011,4025,4013 W NORTH AVE,717309,717,3,3543,439695.1541,4640017.196,0,1.027777778,3.194444444,19.27397622,1,MP104,0,0
3544,B717310,2,41.90884911,-87.7265013,0.837,7,1,1,28,29,1803,369,N,W, 1508 - 1536 N PULASKI RD ,1508,1536,1522 N PULASKI RD,717310,717,3,3544,439746.9238,4639911.09,0,0.275862069,0.965517241,19.43495731,1,MP104,0,0
3545,B717314,2,41.90983419,-87.72477597,0.835,7,6,14,77,34,2478,634,W,S, 3909 - 3923 W NORTH AVE ,3909,3923,3915 W NORTH AVE,717314,717,3,3545,439890.9407,4640019.251,0,0.382352941,2.264705882,18.4794618,1,MP104,0,0
3546,B717315,2,41.90984617,-87.72356831,0.541,13,0,2,70,33,3097,425,W,S, 3835 - 3851 W NORTH AVE ,3835,3851,3845 W NORTH AVE,717315,717,3,3546,439991.1094,4640019.735,0,0.393939394,2.121212121,16.98591709,1,MP104,0,0
3547,B717316,2,41.90966652,-87.72288702,0.59,8,0,3,16,25,643,64,N,W, 1546 - 1558 N AVERS AVE ,1546,1558,1552 N AVERS AVE,717316,717,3,3547,440047.4442,4639999.312,0,0.32,0.64,23.93682225,1,MP104,0,0
3548,B717317,2,41.90959366,-87.72284612,0.594,5,0,1,16,25,340,16,N,E, 1543 - 1557 N AVERS AVE ,1543,1557,1545 N AVERS AVE,717317,717,3,3548,440050.7681,4639991.194,0,0.2,0.64,18.2454624,1,MP104,0,0
3549,B717318,2,41.90986164,-87.7222795,0.768,4,0,4,15,33,539,89,W,S, 3809 - 3815 W NORTH AVE ,3809,3815,3813 W NORTH AVE,717318,717,3,3549,440098.0115,4640020.552,0,0.121212121,0.454545455,22.6433121,1,MP104,0,0
3550,B718301,2,41.90991953,-87.72803217,0.51,4,0,2,18,15,1774,123,W,N, 4040 - 4050 W NORTH AVE ,4040,4050,4042 W NORTH AVE,718301,718,3,3550,439620.9677,4640031.013,0,0.266666667,1.2,16.64056028,1,MP104,0,0
3551,B718302,2,41.90989857,-87.72950672,0.709,8,1,1,40,19,8558,708,W,N, 4106 - 4124 W NORTH AVE ,4106,4124,4116 W NORTH AVE,718302,718,3,3551,439498.656,4640029.725,0,0.473684211,2.105263158,16.89095758,1,MP104,0,0
3552,B718304,2,41.90988459,-87.73056686,0.951,5,2,0,17,15,2341,392,W,N, 4142 - 4150 W NORTH AVE ,4142,4150,4144 W NORTH AVE,718304,718,3,3552,439410.72,4640028.921,0,0.466666667,1.133333333,20.86327601,1,MP104,0,0
3553,B718305,2,41.90986513,-87.73193479,0.392,9,0,0,16,14,2827,374,W,N, 4204 - 4218 W NORTH AVE ,4204,4218,4216 W NORTH AVE,718305,718,3,3553,439297.2521,4640027.727,0,0.642857143,1.142857143,22.9347079,1,MP104,0,0
3554,B718306,2,41.90985066,-87.73308814,0.629,8,0,0,15,15,1462,200,W,N, 4236 - 4248 W NORTH AVE ,4236,4248,4246 W NORTH AVE,718306,718,3,3554,439201.5851,4640026.938,0,0.533333333,1,23.2333611,1,MP104,0,0
3555,B718307,2,41.90970694,-87.73440979,0.631,2,0,0,5,14,1146,77,W,S, 4305 - 4313 W NORTH AVE ,4305,4313,4311 W NORTH AVE,718307,718,3,3555,439091.8373,4640011.918,0,0.142857143,0.357142857,23.75306623,1,MP104,0,0
3556,B718308,2,41.90940753,-87.73385525,0.515,4,0,0,12,12,413,38,N,W, 1550 - 1558 N KILDARE AVE ,1550,1558,1554 N KILDARE AVE,718308,718,3,3556,439137.5438,4639978.282,0,0.333333333,1,18.34509172,1,MP104,0,0
3557,B718309,2,41.90971892,-87.73332551,0.587,0,0,0,0,10,590,71,W,S, 4235 - 4249 W NORTH AVE ,4235,4249,4239 W NORTH AVE,718309,718,3,3557,439181.7738,4640012.479,0,0,0,22,1,MP104,0,0
3558,B718310,2,41.90907168,-87.73261875,0.992,6,0,0,10,23,162,83,N,W, 1532 - 1556 N TRIPP AVE ,1532,1556,1540 N TRIPP AVE,718310,718,3,3558,439239.7753,4639940.116,0,0.260869565,0.434782609,25.59183673,1,MP104,0,0
3559,B718311,2,41.90946242,-87.73259126,0.481,2,0,0,2,22,412,30,N,E, 1549 - 1557 N TRIPP AVE ,1549,1557,1553 N TRIPP AVE,718311,718,3,3559,439242.4258,4639983.48,0,0.090909091,0.090909091,30,1,MP104,0,0
3560,B718312,2,41.90973688,-87.73200586,0.432,18,0,0,65,34,5069,317,W,S, 4203 - 4217 W NORTH AVE ,4203,4217,4213 W NORTH AVE,718312,718,3,3560,439291.2364,4640013.538,0,0.529411765,1.911764706,17.95336056,1,MP104,0,0
3561,B718313,2,41.90975535,-87.73064934,0.721,13,4,0,44,33,2430,324,W,S, 4137 - 4145 W NORTH AVE ,4137,4145,4141 W NORTH AVE,718313,718,3,3561,439403.7573,4640014.63,0,0.515151515,1.333333333,20.04524887,1,MP104,0,0
3562,B718314,2,41.90976932,-87.72961132,0.708,17,5,0,69,35,5873,529,W,S, 4111 - 4125 W NORTH AVE ,4111,4125,4113 W NORTH AVE,718314,718,3,3562,439489.8589,4640015.448,0,0.628571429,1.971428571,18.16297326,1,MP104,0,0
3563,B718315,2,41.90979227,-87.72824742,0.736,14,7,0,67,35,2972,327,W,S, 4035 - 4053 W NORTH AVE ,4035,4053,4039 W NORTH AVE,718315,718,3,3563,439602.9959,4640017.035,0,0.6,1.914285714,18.39545625,1,MP104,0,0
3564,B719301,2,41.91018301,-87.7077654,0.736,13,1,2,27,19,2575,705,W,N, 3202 - 3232 W NORTH AVE ,3202,3232,3224 W NORTH AVE,719301,719,3,3564,441302.0344,4640046.198,0,0.736842105,1.421052632,23.85604454,1,MP104,0,0
3565,B719302,2,41.91016155,-87.7090542,0.697,4,0,0,21,18,1665,420,W,N, 3246 - 3306 W NORTH AVE ,3246,3306,3258 W NORTH AVE,719302,719,3,3565,441195.1285,4640044.698,0,0.222222222,1.166666667,17.57793765,1,MP104,0,0
3566,B719303,2,41.9101361,-87.71072455,0.68,2,2,0,15,14,1461,429,W,N, 3326 - 3352 W NORTH AVE ,3326,3352,3336 W NORTH AVE,719303,719,3,3566,441056.5751,4640043.019,0,0.285714286,1.071428571,19.2967033,1,MP104,0,0
3567,B719304,2,41.91010766,-87.71288306,0.808,2,0,0,10,15,1051,188,W,N, 3410 - 3434 W NORTH AVE ,3410,3434,3428 W NORTH AVE,719304,719,3,3567,440877.5333,4640041.347,0,0.133333333,0.666666667,16.80477087,1,MP104,0,0
3568,B719305,2,41.91010217,-87.71389291,1.166,1,0,0,2,13,266,201,W,N, 3444 - 3510 W NORTH AVE ,3444,3510,3454 W NORTH AVE,719305,719,3,3568,440793.7766,4640041.434,0,0.076923077,0.153846154,24.30406852,1,MP104,0,0
3569,B719306,2,41.91008121,-87.71545663,0.887,1,0,5,19,17,1786,420,W,N, 3528 - 3540 W NORTH AVE ,3528,3540,3532 W NORTH AVE,719306,719,3,3569,440664.0704,4640040.188,0,0.058823529,1.117647059,15.60693059,1,MP104,0,0
3570,B719307,2,41.90993649,-87.71514751,1.011,20,2,2,71,39,1295,550,W,S, 3509 - 3551 W NORTH AVE ,3509,3551,3519 W NORTH AVE,719307,719,3,3570,440689.5732,4640023.906,0,0.564102564,1.820512821,21.02492336,1,MP104,0,0
3571,B719308,2,41.90995995,-87.71362469,0.882,48,6,1,132,38,6108,1654,W,S, 3409 - 3453 W NORTH AVE ,3409,3453,3437 W NORTH AVE,719308,719,3,3571,440815.89,4640025.459,0,1.421052632,3.473684211,21.40349776,1,MP104,0,0
3572,B719310,2,41.91001135,-87.71001309,0.492,7,1,0,39,40,1928,369,W,S, 3317 - 3355 W NORTH AVE ,3317,3355,3337 W NORTH AVE,719310,719,3,3572,441115.4652,4640028.68,0,0.2,0.975,18.3781521,1,MP104,0,0
3573,B719311,2,41.91002232,-87.70850703,0.681,8,0,0,27,34,1175,259,W,S, 3237 - 3257 W NORTH AVE ,3237,3257,3249 W NORTH AVE,719311,719,3,3573,441240.3801,4640028.865,0,0.235294118,0.794117647,19.85521684,1,MP104,0,0
3574,B719312,2,41.91005326,-87.70762593,0.453,15,4,0,68,38,3535,512,W,S, 3211 - 3223 W NORTH AVE ,3211,3223,3217 W NORTH AVE,719312,719,3,3574,441313.4824,4640031.697,0,0.5,1.789473684,18.5652672,1,MP104,0,0
3575,B719313,2,41.91006025,-87.71709345,0.606,6,1,0,23,16,3870,496,W,N, 3602 - 3620 W NORTH AVE ,3602,3620,3610 W NORTH AVE,719313,719,3,3575,440528.3015,4640038.994,0,0.4375,1.4375,19.16628493,1,MP104,0,0
3576,B719314,2,41.9100348,-87.71843389,0.74,3,0,0,6,13,426,92,W,N, 3634 - 3652 W NORTH AVE ,3634,3652,3644 W NORTH AVE,719314,719,3,3576,440417.1087,4640037.099,0,0.230769231,0.461538462,23.42084942,1,MP104,0,0
3577,B720301,2,41.91029579,-87.69533336,0.851,8,2,0,32,19,4779,1998,W,N, 2702 - 2724 W NORTH AVE ,2702,2724,2710 W NORTH AVE,720301,720,3,3577,442333.1829,4640050.287,0,0.526315789,1.684210526,21.11996459,1,MP104,0,0
3578,B720303,2,41.91016105,-87.69625202,0.755,12,3,2,66,34,4964,657,W,S, 2735 - 2749 W NORTH AVE ,2735,2749,2739 W NORTH AVE,720303,720,3,3578,442256.8729,4640035.945,0,0.441176471,1.941176471,18.09712027,1,MP104,0,0
3579,B720304,2,41.91016754,-87.69548893,0.831,14,0,0,33,32,2220,470,W,S, 2709 - 2719 W NORTH AVE ,2709,2719,2713 W NORTH AVE,720304,720,3,3579,442320.1653,4640036.152,0,0.4375,1.03125,22.05287071,1,MP104,0,0
3580,B720305,2,41.910188,-87.69399762,1.14,14,1,1,83,32,2160,2000,W,S, 2635 - 2659 W NORTH AVE ,2635,2659,2649 W NORTH AVE,720305,720,3,3580,442443.865,4640037.422,0,0.46875,2.59375,21.63836164,1,MP104,0,0
3581,B720306,2,41.91019948,-87.69263238,1.097,8,0,0,77,30,3026,2697,W,S, 2603 - 2627 W NORTH AVE ,2603,2627,2609 W NORTH AVE,720306,720,3,3581,442557.101,4640037.781,0,0.266666667,2.566666667,20.58401691,1,MP104,0,0
3582,B720307,2,41.91020297,-87.6913134,1.04,9,4,1,46,29,1777,1259,W,S, 2535 - 2547 W NORTH AVE ,2535,2547,2541 W NORTH AVE,720307,720,3,3582,442666.4932,4640037.286,0,0.448275862,1.586206897,22.00552717,1,MP104,0,0
3583,B720308,2,41.91021295,-87.69048259,1.189,12,2,0,38,26,1413,1728,W,S, 2511 - 2525 W NORTH AVE ,2511,2525,2519 W NORTH AVE,720308,720,3,3583,442735.4051,4640037.839,0,0.538461538,1.461538462,24.50175103,1,MP104,0,0
3584,B720309,2,41.91026135,-87.70062201,0.87,9,0,1,19,17,829,1390,W,N, 2928 - 3000 W NORTH AVE ,2928,3000,2938 W NORTH AVE,720309,720,3,3584,441894.5401,4640050.032,0,0.529411765,1.117647059,27.01126634,1,MP104,0,0
3592,B728236,2,41.91222197,-87.64833771,1.399,32,13,3,386,55,4843,10094,N,W, 1624 - 1730 N HALSTED ST ,1624,1730,1714 N HALSTED ST,728236,728,2,3592,446232.3583,4640233.618,0,0.818181818,7.018181818,24.32152425,1,MP104,0,0
3593,B729105,2,41.91076804,-87.67257476,1.095,3,1,0,36,23,2392,2967,N,E, 1603 - 1609 N WOOD ST ,1603,1609,1607 N WOOD ST,729105,729,1,3593,444221.0668,4640087.669,0,0.173913043,1.565217391,22.09319436,1,MP104,0,0
3594,B729120,2,41.91069999,-87.67504166,1.231,1,1,0,25,21,2311,2325,N,W, 1608 - 1608 N WOLCOTT AVE ,1608,1608,1608 N WOLCOTT AVE,729120,729,1,3594,444016.4178,4640081.721,0,0.095238095,1.19047619,20.86101524,1,MP104,0,0
3595,B729121,2,41.91076196,-87.67261066,1.054,2,0,0,27,24,1634,2166,N,W, 1606 - 1608 N WOOD ST ,1606,1608,1608 N WOOD ST,729121,729,1,3595,444218.0842,4640087.017,0,0.083333333,1.125,22.088,1,MP104,0,0
3596,B729122,2,41.91070861,-87.67500648,1.241,3,1,1,33,23,2350,2354,N,E, 1605 - 1605 N WOLCOTT AVE ,1605,1605,1605 N WOLCOTT AVE,729122,729,1,3596,444019.3429,4640082.655,0,0.173913043,1.434782609,21.34070295,1,MP104,0,0
3597,B729123,2,41.91072639,-87.67627529,1.207,0,1,0,21,21,2080,2292,N,W, 1608 - 1608 N WINCHESTER AVE ,1608,1608,1608 N WINCHESTER AVE,729123,729,1,3597,443914.1311,4640085.458,0,0.047619048,1,20.98569846,1,MP104,0,0
3598,B729125,2,41.91084303,-87.67139001,1.144,7,0,0,16,20,762,959,N,W, 1604 - 1606 N HERMITAGE AVE ,1604,1606,1606 N HERMITAGE AVE,729125,729,1,3598,444319.3878,4640095.225,0,0.35,0.8,25.57234166,1,MP104,0,0
3599,B730301,2,41.89989837,-87.69681528,1.159,12,0,2,47,28,2163,4300,N,W, 1004 - 1036 N CALIFORNIA AVE ,1004,1036,1018 N CALIFORNIA AVE,730301,730,3,3599,442200.9032,4638896.88,0,0.428571429,1.678571429,25.17446358,1,MP104,0,0
3600,B730303,2,41.90152841,-87.69686893,1.165,13,3,3,31,30,1716,1757,N,W, 1108 - 1122 N CALIFORNIA AVE ,1108,1122,1116 N CALIFORNIA AVE,730303,730,3,3600,442197.9231,4639077.896,0,0.533333333,1.033333333,25.7648801,1,MP104,0,0
3601,B730311,2,41.90355069,-87.69686557,1.151,1,0,1,10,26,343,251,N,E, 1211 - 1221 N CALIFORNIA AVE ,1211,1221,1217 N CALIFORNIA AVE,730311,730,3,3601,442200.0258,4639302.423,0,0.038461538,0.384615385,20.37598204,1,MP104,0,0
3602,B730312,2,41.90293982,-87.69289456,0.988,25,5,2,70,31,4682,2122,W,S, 2609 - 2659 W DIVISION ST ,2609,2659,2621 W DIVISION ST,730313,730,3,3602,442528.8464,4639231.932,0,0.967741935,2.258064516,22.58942703,1,MP104,0,0
3603,B730314,2,41.9029503,-87.69121483,1.015,30,3,2,61,29,5761,2679,W,S, 2511 - 2555 W DIVISION ST ,2511,2555,2541 W DIVISION ST,730314,730,3,3603,442668.1793,4639231.971,0,1.137931034,2.103448276,24.25193315,1,MP104,0,0
3604,B730316,2,41.90299072,-87.69002058,0.963,11,3,0,35,32,4212,2313,W,N, 2500 - 2522 W DIVISION ST ,2500,2522,2510 W DIVISION ST,730316,730,3,3604,442767.2713,4639235.662,0,0.4375,1.09375,22.73793103,1,MP104,0,0
3605,B730317,2,41.90295828,-87.69516237,0.924,36,2,5,88,32,6475,2071,W,N, 2702 - 2758 W DIVISION ST ,2702,2758,2716 W DIVISION ST,730317,730,3,3605,442340.7617,4639235.503,0,1.1875,2.75,22.84428063,1,MP104,0,0
3606,B730319,2,41.90296827,-87.6935906,0.966,14,4,3,68,33,4829,2182,W,N, 2602 - 2650 W DIVISION ST ,2602,2650,2640 W DIVISION ST,730319,730,3,3606,442471.1395,4639235.557,0,0.545454545,2.060606061,20.42719794,1,MP104,0,0
3607,B730321,2,41.90297675,-87.69130267,0.949,18,1,1,40,32,2192,1329,W,N, 2536 - 2550 W DIVISION ST ,2536,2550,2544 W DIVISION ST,730321,730,3,3607,442660.9172,4639234.967,0,0.59375,1.25,24.71775408,1,MP104,0,0
3608,B730322,2,41.9030032,-87.68878877,0.881,8,2,2,34,33,2068,1091,W,N, 2434 - 2450 W DIVISION ST ,2434,2450,2444 W DIVISION ST,730322,730,3,3608,442869.4536,4639236.226,0,0.303030303,1.03030303,21.58323158,1,MP104,0,0
3609,B730323,2,41.90293283,-87.69486196,0.98,20,3,3,70,29,6556,2523,W,S, 2709 - 2753 W DIVISION ST ,2709,2753,2711 W DIVISION ST,730324,730,3,3609,442365.656,4639232.476,0,0.793103448,2.413793103,20.66816915,1,MP104,0,0
3610,B731301,2,41.88306798,-87.65251592,1.46,5,0,1,46,20,2512,4940,W,N, 1000 - 1030 W WASHINGTON BLVD ,1000,1030,1002 W WASHINGTON BLVD,731301,731,3,3610,445861.2327,4636999.346,0,0.25,2.3,24.08035819,1,MP104,0,0
3611,B731302,2,41.88308046,-87.65174411,1.418,1,1,0,28,19,2023,3776,W,N, 948 - 958 W WASHINGTON BLVD ,948,958,954 W WASHINGTON BLVD,731302,731,3,3611,445925.28,4637000.245,0,0.105263158,1.473684211,23.58110019,1,MP104,0,0
3612,B731303,2,41.88313338,-87.6494012,1.427,2,0,0,40,17,2637,7549,W,N, 840 - 858 W WASHINGTON BLVD ,840,858,852 W WASHINGTON BLVD,731303,731,3,3612,446119.7149,4637004.647,0,0.117647059,2.352941176,25.08118987,1,MP104,0,0
3613,B731304,2,41.88315085,-87.64827669,1.414,10,0,0,79,17,4495,11714,W,N, 812 - 830 W WASHINGTON BLVD ,812,830,824 W WASHINGTON BLVD,731304,731,3,3613,446213.0296,4637005.882,0,0.588235294,4.647058824,25.15576204,1,MP104,0,0
3614,B731310,2,41.88302155,-87.65384763,1.526,2,2,0,35,17,1567,2778,W,S, 1035 - 1053 W WASHINGTON BLVD ,1035,1053,1039 W WASHINGTON BLVD,731310,731,3,3614,445750.7019,4636995.032,0,0.235294118,2.058823529,23.66140112,1,MP104,0,0
3615,B731311,2,41.88303503,-87.65289143,1.448,5,3,1,79,19,5001,7694,W,S, 1017 - 1029 W WASHINGTON BLVD ,1017,1029,1021 W WASHINGTON BLVD,731311,731,3,3615,445830.0489,4636995.925,0,0.421052632,4.157894737,22.93987305,1,MP104,0,0
3616,B731312,2,41.883058,-87.65124992,1.362,7,2,6,55,20,3560,6595,W,S, 931 - 943 W WASHINGTON BLVD ,931,943,943 W WASHINGTON BLVD,731312,731,3,3616,445966.2639,4636997.44,0,0.45,2.75,24.42281008,1,MP104,0,0
3617,B731313,2,41.88307747,-87.65046939,1.333,5,5,0,71,18,4605,10664,W,S, 905 - 917 W WASHINGTON BLVD ,905,917,917 W WASHINGTON BLVD,731313,731,3,3617,446031.0406,4636999.111,0,0.555555556,3.944444444,24.82986069,1,MP104,0,0
3618,B731314,2,41.88310193,-87.64958426,1.417,9,4,1,91,21,4170,11940,W,S, 831 - 857 W WASHINGTON BLVD ,831,857,851 W WASHINGTON BLVD,731314,731,3,3618,446104.5,4637001.27,0,0.619047619,4.333333333,25.60564722,1,MP104,0,0
3619,B731315,2,41.88313338,-87.64770605,1.419,11,3,1,114,23,4388,11543,W,S, 801 - 817 W WASHINGTON BLVD ,801,817,805 W WASHINGTON BLVD,731315,731,3,3619,446260.3607,4637003.584,0,0.608695652,4.956521739,25.18604161,1,MP104,0,0
3620,B732301,2,41.87789872,-87.65115403,1.803,5,3,0,65,18,1636,3552,W,N, 936 - 956 W JACKSON BLVD ,936,956,948 W JACKSON BLVD,732301,732,3,3620,445969.8737,4636424.559,0,0.444444444,3.611111111,24.48149576,1,MP104,0,0
3621,B732302,2,41.8779127,-87.65016161,1.61,8,3,1,53,16,2148,4278,W,N, 902 - 914 W JACKSON BLVD ,902,914,910 W JACKSON BLVD,732302,732,3,3621,446052.2328,4636425.487,0,0.6875,3.3125,24.78543417,1,MP104,0,0
3622,B732303,2,41.87793816,-87.64868036,1.464,4,4,1,60,19,2642,3152,W,N, 834 - 840 W JACKSON BLVD ,834,840,838 W JACKSON BLVD,732303,732,3,3622,446175.1629,4636427.384,0,0.421052632,3.157894737,22.11680113,1,MP104,0,0
3623,B732308,2,41.87786877,-87.65115269,1.759,6,3,0,52,17,1582,2661,W,S, 935 - 947 W JACKSON BLVD ,935,947,941 W JACKSON BLVD,732308,732,3,3623,445969.9597,4636421.233,0,0.529411765,3.058823529,23.94119727,1,MP104,0,0
3624,B732309,2,41.87788624,-87.64998928,1.557,8,4,0,64,14,3084,5032,W,S, 903 - 917 W JACKSON BLVD ,903,917,911 W JACKSON BLVD,732309,732,3,3624,446066.5099,4636422.441,0,0.857142857,4.571428571,23.89524033,1,MP104,0,0
3625,B732310,2,41.87790671,-87.64886342,1.455,2,1,0,31,17,1941,2064,W,S, 837 - 851 W JACKSON BLVD ,837,851,841 W JACKSON BLVD,732310,732,3,3625,446159.9469,4636424.007,0,0.176470588,1.823529412,21.3841032,1,MP104,0,0
3626,B732311,2,41.87791769,-87.64815867,1.064,5,2,0,39,15,4294,3114,W,S, 817 - 827 W JACKSON BLVD ,817,827,823 W JACKSON BLVD,732311,732,3,3626,446218.4336,4636424.784,0,0.466666667,2.6,20.6612971,1,MP104,0,0
3627,B732314,2,41.87795364,-87.64779791,0.919,3,0,1,26,16,4873,2809,W,N, 808 - 822 W JACKSON BLVD ,808,822,810 W JACKSON BLVD,732314,732,3,3627,446248.3983,4636428.549,0,0.1875,1.625,19.04321791,1,MP104,0,0
3628,B733401,4,41.86724436,-87.64551401,1.583,8,4,1,65,35,843,608,W,N, 710 - 740 W ROOSEVELT RD ,710,740,720 W ROOSEVELT RD,733401,733,4,3628,446428.966,4635238.1,0,0.342857143,1.857142857,20.96255456,1,MP104,0,0
3629,B734401,4,41.87513968,-87.62602039,1.353,24,12,13,312,106,6699,6173,S,W, 504 - 534 S WABASH AVE ,504,534,522 S WABASH AVE,734401,734,4,3629,448053.1365,4636102.714,1,0.339622642,2.943396226,20.94900965,1,MP104,0,0
3630,B900501,6.5,41.87782837,-87.62066078,1.207,84,38,15,989,193,17338,4517,S,E, 305 - 445 S COLUMBUS DR ,305,445,325 S COLUMBUS DR,900502,900,5,3630,448500.0349,4636398.001,1,0.632124352,5.124352332,16.47707015,1,MP104,0,0
3631,B900503,6.5,41.8801637,-87.62073448,1.312,116,48,19,1398,195,19438,7388,S,E, 119 - 257 S COLUMBUS DR ,119,257,131 S COLUMBUS DR,900503,900,5,3631,448495.7949,4636657.331,1,0.841025641,7.169230769,17.41247489,1,MP104,0,0
